site_code,site_name,start_url
kead,한국장애인고용공단,https://www.kead.or.kr/bbs/deptgongji/bbsPage.do?menuId=MENU0895
kosha,한국산업안전보건공단,https://www.kosha.or.kr/kosha/report/notice.do


jindo,진도군 농업기술센터,https://jindo.go.kr/atc/board/B0146.cs?m=43
klf,강원랜드 사회공헌재단,https://klf.or.kr/story/notice/business-announcement/
    visitkorea,한국관광 품질인증,https://koreaquality.visitkorea.or.kr/qualityCenter/notice/noticeList.kto  파일다운로드 안됨.

############################# 06 20

gjcity,광주시 시립도서관,https://lib.gjcity.go.kr/lay1/bbs/S1T82C3521/H/1/list.do
svhc,서울소셜벤처허브,https://svhc.or.kr/Notice/?category=P488271h88
agrix,농림사업정보시스템,https://uni.agrix.go.kr/webportal/community/portalViewNoticeList.do
baroinfo,바로정보,https://www.baroinfo.com/front/M000000742/applybusiness/list.do
bsia,부산경남봉제산업협동조합,https://www.bsia.kr/notice

cbist,충북과학기술혁신원,http://www.cbist.or.kr/home/sub.do?mncd=1131
cngec,충남녹색환경지원센터,http://www.cngec.or.kr/bbs/board.php?bo_table=notice
cnsinbo,충남신용보증재단,https://www.cnsinbo.co.kr/boardCnts/list.do?boardID=134&m=030101&s=cnsinbo
cpri,철원플라즈마산업기술연구원,http://www.cpri.re.kr/bbs/board.php?bo_table=sub1_1_1
gari,경남항노화연구원,https://www.gari.or.kr/boardList.do?boardId=40&sub=10_01
gei,녹색에너지연구원,http://www.gei.re.kr/bbs/board.php?bo_table=bbs7_01
gfund,경상북도중소기업육성자금,https://www.gfund.kr/hp/info/M04_L01.do
gibamoney,경남투자경제진흥원,https://www.gibamoney.or.kr/00402/00415.web
gjep,광주경제진흥상생일자리재단,https://www.gjep.or.kr/cms/bbs/cms.php?dk_cms=comm_01
gjf,경기도일자리재단,https://www.gjf.or.kr/main/pst/list.do?pst_id=notice_ap
gnwomenwork,경남여성새로일하기센터,https://www.gnwomenwork.or.kr/bri/board.php?bo_table=notice&menu=10
gsfez,강원경제자유구역청,https://www.gsfez.go.kr/gsfez/news/bulletin
gtextopia,경기섬유종합지원센터,https://www.gtextopia.or.kr/corporate/corporate02.html
gwcf,강원문화재단,http://www.gwcf.or.kr/ko/culture-business/business-top/business.html?no=1
gwjob1,강원일자리정보망,https://www.gwjob.kr/gwjob/support_policy/support_apply
gwto,강원관광재단,https://www.gwto.or.kr/www/selectBbsNttList.do?bbsNo=3&key=23
haccp,한국식품안전관리인증원,https://www.haccp.or.kr/user/board.do?board=743
jbio,진주바이오산업진흥원,https://www.jbio.or.kr/boardList.do?boardId=5&sub=02_02
jeipi,전라남도환경산업진흥원,https://www.jeipi.or.kr/rainboard/rain.php?rBoard=notice
jexport,전라남도수출정보망,https://www.jexport.or.kr/user/reg_biz
jiuc,전북산학융합원,http://www.jiuc.or.kr/main/menu?gc=605XOAS&sca=
jmbic,(재)전남바이오진흥원 해양바이오연구센터,http://www.jmbic.or.kr/bbs/board.php?code=open_08&bo_table=open_08
jnsec,사단법인 상생나무,http://www.jnsec.kr/bbs/board.php?bo_table=notice
kbiz,중소기업중앙회,https://www.kbiz.or.kr/ko/contents/bbs/list.do?mnSeq=211&schFld=whle&schTxt=%EC%82%AC%EC%97%85%EA%B3%B5%EA%B3%A0
kcacoffee,(사)한국커피협회,https://www.kca-coffee.org/cms/FrCon/index.do?MENU_ID=160&CONTENTS_NO=2
kfme,소상공인연합회,https://www.kfme.or.kr/kr/board/notice.php?cate=1
kohi,한국보건복지인재원,https://www.kohi.or.kr/user/bbs/BD_selectBbsList.do?q_bbsCode=1013
krit,국방기술진흥연구소,https://krit.re.kr/krit/bbs/notice_list.do?gotoMenuNo=05010000
kwpa,사단법인 한국원목생산업협회,http://www.kwpa.co.kr/html/s0401.php
lemi,축산환경관리원,https://www.lemi.or.kr/board.do?boardno=24&menuno=71
liquorfest,광주주류관광페스타,https://www.liquorfesta.com/bbs/board.php?bo_table=notice
losims,보탬e,https://www.losims.go.kr/sp/pbcnBizSrch
me,환경부,https://www.me.go.kr/home/web/board/list.do?menuId=10524&boardMasterId=39&boardCategoryId=55
moel,고용노동부,https://www.moel.go.kr/news/notice/noticeList.do
motie,산업통상자원부 율촌자유무역지역관리원,https://www.motie.go.kr/ftz/yulchon/notification/notice/bbs/bbsList.do?bbs_cd_n=117
mss0,중소벤처기업부,https://www.mss.go.kr/site/smba/ex/bbs/List.do?cbIdx=310
mss1,서울지방중소벤처기업청,https://www.mss.go.kr/site/seoul/ex/bbs/List.do?cbIdx=146
mss2,부산지방중소벤처기업청,https://www.mss.go.kr/site/busan/ex/bbs/List.do?cbIdx=256
mss3,대구∙경북지방중소벤처기업청,https://www.mss.go.kr/site/daegu/ex/bbs/List.do?cbIdx=253
mss4,광주∙전남지방중소벤처기업청,https://www.mss.go.kr/site/gwangju/ex/bbs/List.do?cbIdx=251
mss5,경기지방중소벤처기업청,https://www.mss.go.kr/site/gyeonggi/ex/bbs/List.do?cbIdx=247
    mss6,인천지방중소벤처기업청,https://www.mss.go.kr/site/incheon/ex/bbs/List.do?cbIdx=246
mss7,울산지방중소벤처기업청,https://www.mss.go.kr/site/ulsan/ex/bbs/List.do?cbIdx=254
mss8,강원지방중소벤처기업청,https://www.mss.go.kr/site/gangwon/ex/bbs/List.do?cbIdx=252
mss9,충북지방중소벤처기업청,https://www.mss.go.kr/site/chungbuk/ex/bbs/List.do?cbIdx=249
mss10,전북지방중소벤처기업청,https://www.mss.go.kr/site/jeonbuk/ex/bbs/List.do?cbIdx=250
mss11,경남지방중소벤처기업청,https://www.mss.go.kr/site/gyeongnam/ex/bbs/List.do?cbIdx=255
mss12,충남지방중소벤처기업청,https://www.mss.go.kr/site/chungnam/ex/bbs/List.do?cbIdx=315
mss13,대전∙세종지방중소벤처기업청,https://www.mss.go.kr/site/daejeon/ex/bbs/List.do?cbIdx=248
scherb,산청한방약초축제,http://www.scherb.or.kr/bbs/board.php?bo_table=sub7_1&page=1
blog,서대문청년창업센터,https://blog.naver.com/PostList.naver?blogId=sdm_ysc&categoryNo=38&skinType=&skinId=&from=menu&userSelectMenu=true
seeot,부천시사회적경제센터,https://seeot.or.kr/alarm/notice/
seis,사회적기업 포털,https://www.seis.or.kr/home/sub.do?menukey=7187
seoulshinbo,서울신용보증재단,https://www.seoulshinbo.co.kr/wbase/contents/bbs/list.do?mng_cd=STRY9788
shcca,시흥시기업인협회,https://www.shcca.com/notice
ywbic,영월군창업보육센터,https://ywbic.kr/ywbic/bbs_list.php?code=sub01a&keyvalue=sub01
sehub,서울특별시 사회적경제지원센터,https://sehub.net/archives/category/alarm/opencat
gsic,경기도사회적경제원,https://gsic.or.kr/home/kor/M837392473/board.do?

korcham,서울상공회의소,https://www.korcham.net/nCham/Service/Kcci/appl/KcciNoticeList.asp
bcci,부산상공회의소,https://www.bcci.or.kr/kr/index.php?pCode=notice
dcci,대구상공회의소,https://www.dcci.or.kr/content.html?md=0028
incheon,인천상공회의소,https://incheon.korcham.net/front/board/boardContentsListPage.do?boardId=51228&menuId=10130
gjcci,광주상공회의소,http://www.gjcci.or.kr/user/board/lists/board_cd/3010

daejeoncci,대전상공회의소,https://daejeoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10026&menuId=198
ulsancci,울산상공회의소,https://ulsancci.korcham.net/front/board/boardContentsListPage.do?boardId=10099&menuId=707
suwoncci,수원상공회의소,https://suwoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10023&menuId=47
acci,안양상공회의소,https://acci.korcham.net/front/board/boardContentsListPage.do?boardId=10730&menuId=9949

icheoncci,이천상공회의소,https://icheoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10171&menuId=5121
ansancci,안산상공회의소,https://ansancci.korcham.net/front/board/boardContentsListPage.do?boardId=10184&menuId=2922

sncci,성남상공회의소,https://www.sncci.net/new/sub01/sub0101.php
    gimpocci,김포상공회의소,https://gimpocci.net/%ea%b3%b5%ec%a7%80%ec%82%ac%ed%95%ad/    ajax error
pajucci,파주상공회의소,http://pajucci.korcham.net/notice

###### 0621

hwaseongcc,화성상공회의소,https://hwaseongcci.korcham.net/front/board/boardContentsListPage.do?boardId=11414&menuId=4885
yongincci,용인상공회의소,https://yongincci.korcham.net/front/board/boardContentsListPage.do?boardId=10214&menuId=669
ghcci,하남광주상공회의소,https://ghcci.korcham.net/front/board/boardContentsListPage.do?boardId=10426&menuId=1584
pccci,포천상공회의소,https://pccci.korcham.net/front/board/boardContentsListPage.do?boardId=10785&menuId=1392
sokchocci,속초상공회의소,https://sokchocci.korcham.net/front/board/boardContentsListPage.do?boardId=10635&menuId=2750
donghaecci,동해상공회의소,https://donghaecci.korcham.net/front/board/boardContentsListPage.do?boardId=10663&menuId=2422
taebaekcci,태백상공회의소,https://taebaekcci.korcham.net/front/board/boardContentsListPage.do?boardId=10687&menuId=1183
jincci,진천상공회의소,https://jincci.korcham.net/front/board/boardContentsListPage.do?boardId=10777&menuId=1534
seosancci,서산상공회의소,https://seosancci.korcham.net/front/board/boardContentsListPage.do?boardId=10487&menuId=2698
jcci,전주상공회의소,https://jcci.korcham.net/front/board/boardContentsListPage.do?boardId=11190&menuId=4048
###  0622     usd9.95      
iksancci,익산상공회의소,https://iksancci.korcham.net/front/board/boardContentsListPage.do?boardId=10543&menuId=1323
gunsancci,군산상공회의소,https://gunsancci.korcham.net/front/board/boardContentsListPage.do?boardId=10573&menuId=5135
jscci,전북서남상공회의소,https://jscci.korcham.net/front/board/boardContentsListPage.do?boardId=10673&menuId=1402
scci1,순천상공회의소,https://scci.korcham.net/front/board/boardContentsListPage.do?boardId=10734&menuId=2796
gwangyangc,광양상공회의소,https://gwangyangcci.korcham.net/front/board/boardContentsListPage.do?boardId=10836&menuId=2059
andongcci,안동상공회의소,https://andongcci.korcham.net/front/board/boardContentsListPage.do?boardId=10260&menuId=2883
gyeongjucc,경주상공회의소,https://gyeongjucci.korcham.net/front/board/boardContentsListPage.do?boardId=10292&menuId=1944
###  0622  02

yeongjucci,영주상공회의소,https://yeongjucci.korcham.net/front/board/boardContentsListPage.do?boardId=10298&menuId=3106
chilgokcci,칠곡상공회의소,https://chilgokcci.korcham.net/front/board/boardContentsListPage.do?boardId=10358&menuId=1097
jinjucci,진주상공회의소,https://jinjucci.korcham.net/front/board/boardContentsListPage.do?boardId=10382&menuId=1499
tongyeongc,통영상공회의소,https://tongyeongcci.korcham.net/front/board/boardContentsListPage.do?boardId=10374&menuId=1227

sacheoncci,사천상공회의소,https://sacheoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10435&menuId=2623
changwoncc,창원상공회의소,https://changwoncci.korcham.net/front/board/boardContentsListPage.do?boardId=10039&menuId=3880
yangsancci,양산상공회의소,https://yangsancci.korcham.net/front/board/boardContentsListPage.do?boardId=11367&menuId=10249
###  양산 공고 포함 3페이지 완성.

miryangcci,밀양상공회의소,https://miryangcci.korcham.net/front/board/boardContentsListPage.do?boardId=10485&menuId=2505
###  06 23   01


hamancci,함안상공회의소,https://hamancci.korcham.net/front/board/boardContentsListPage.do?boardId=10521&menuId=10057
jejucci,제주상공회의소,https://jejucci.korcham.net/front/board/boardContentsListPage.do?boardId=10088&menuId=379



seoul,서울특별시 농업기술센터,https://agro.seoul.go.kr/archives/category/institution_c1/institution_news_c1/institution_news_gosi-n2
busan,부산광역시 농업기술센터,https://www.busan.go.kr/nongup/agricommunity11
gsff,재단법인군산먹거리통합지원센터,https://www.gsff.or.kr/bbs/board.php?bo_table=sub03_01
keti,한국전자기술연구원,https://www.keti.re.kr/notice/notice.php
ucf,재단법인울주문화재단,https://www.ucf.or.kr:478/bd/list.html?b_code=notice
cctf,재단법인청송문화관광재단,https://www.cctf.or.kr/coding/sub5/sub1.asp
seosancf,재단법인서산문화재단,http://seosancf.or.kr/index.php?MenuID=17
kims,한국재료연구원,https://www.kims.re.kr/v17/bbx/board.php?bx_table=05_02
reb,한국부동산원,https://www.reb.or.kr/reb/na/ntt/selectNttList.do?mi=9564&bbsId=1134
pass,재단법인인천광역시사회서비스원,https://incheon.pass.or.kr/participation/bid_announcement_list.php?group=basic&code=B14&abmode=list&bsort=desc&category=12&field=all&search=&bfsort=
pass1,재단법인대전광역시사회서비스원,https://daejeon.pass.or.kr/board.es?mid=a10201000000&bid=0003
gtrans,경기교통공사,https://www.gtrans.or.kr/web/lay1/bbs/S1T392C310/A/1/list.do
nyjwf,남양주시복지재단,https://nyjwf.or.kr/Home/23
hsef,재단법인화성시환경재단,https://www.hsef.or.kr/M000046/S001/fw/bbs/board/00007/list.do
bokji,한국사회복지협의회,https://www.bokji.net/not/nti/01.bokji
bokji1,한국사회복지협의회,https://www.bokji.net/not/biz/01.bokji
kamco,한국자산관리공사,https://www.kamco.or.kr/portal/bbs/list.do?ptIdx=380&mId=0701010000
kmi,한국해양수산개발원,https://www.kmi.re.kr/web/board/list.do?rbsIdx=68
kict,한국건설기술연구원,https://www.kict.re.kr/board.es?mid=a10501010000&bid=ntfct
kist,한국과학기술연구원,https://www.kist.re.kr/ko/notice/general-notice.do
kodit,신용보증기금,https://www.kodit.co.kr/kodit/na/ntt/selectNttList.do?mi=2638&bbsId=148
kma,한국능률협회,https://www.kma.or.kr/kr/usrs/eduRegMgnt/eduRegMgntForm.do?mkey=24&cateNm=abtNews
kspo,국민체육진흥공단,https://www.kspo.or.kr/kspo/bbs/B0000027/list.do?menuNo=200149
kea,대한전기협회,https://www.kea.kr/sub_news/notice.php
kpc,한국생산성본부,https://www.kpc.or.kr/PTWCC002_board_index2.do?type_cd=02
kosa,한국철강협회,https://www.kosa.or.kr/news/sIssue_list_2013.jsp?page=&category=&keyword=
sw,한국소프트웨어산업협회,https://www.sw.or.kr/site/sw/ex/board/List.do?cbIdx=292
kait,한국정보통신진흥협회,https://www.kait.or.kr/user/MainBoardList.do?cateSeq=13&bId=101
keco,한국환경공단,https://www.keco.or.kr/web/lay1/bbs/S1T10C108/A/18/list.do
gcgf,경기신용보증재단,https://www.gcgf.or.kr/user/bbs/gcgf/23/157/bbsDataList.do
gnsinbo,경남신용보증재단,https://www.gnsinbo.or.kr/bbs/board.php?bo_table=6_2_1
ttg,대구신용보증재단,https://www.ttg.co.kr/board/ttg020301
sinbo,대전신용보증재단,https://www.sinbo.or.kr/sub04_01_01
icsinbo,인천신용보증재단,https://www.icsinbo.or.kr/home/board/brdList.do?menu_cd=000096
cbsinbo,충북신용보증재단,https://www.cbsinbo.or.kr/sub.php?code=123
gwsinbo,강원신용보증재단,https://www.gwsinbo.or.kr/board/board_list.php?board_name=notice
ulsanshinbo,울산신용보증재단,https://www.ulsanshinbo.co.kr/04_notice/?mcode=0404010000
busansinbo,부산신용보증재단,https://www.busansinbo.or.kr/portal/board/post/list.do?bcIdx=565&mid=0301010000&token=1744696071524
wbiz,여성기업 종합정보포털(W-BIZ),https://wbiz.or.kr/notice/biz.do
